beer_ABV,beer_beerId,beer_brewerId,beer_name,beer_style,review_appearance,review_aroma,review_overall,review_palate,review_profileName,review_taste,review_text,review_time
8,59173,5175,The Duck-Rabbit Wee Heavy Scotch Style Ale,Scotch Ale,4/5,8/10,16/20,4/5,phaleslu,7/10,"12 oz. bottle via trade with dkachur- thanks again, Dan!  Pours a cloudy amber with orange and red tints and a small off-white head that leaves some light lacing in the glass.  Aroma is super malty, with caramel, toast, dried fruits (apples, apricots, raisins), and wood.  Flavor is also heavily malted, with caramel, toast, butterscotch, raisins, figs, brown sugar, and just a bit of booze- with brandy character.  Medium-bodied, with a malty mouthfeel and moderate carbonation.  This is just incredibly smooth and malty.  The booze doesnt come close to making this feel like you cant drink a few, so it will sneak up on you.  Great stuff.",1280966400
5.7,38879,5175,The Duck-Rabbit Milk Stout,Sweet Stout,3/5,7/10,16/20,4/5,CanIHave4Beers,8/10,"Another huge thanks goes out to Durhambeer for this superb beer! This pours with tat espresso swirl head with a deep brown almost black color. Aroma is roasty coffee and chocolate, very nice. Flavor has plenty of chocolate and vanilla with enough roasty flavor and bitterness to keep it fairly balanced. Very good. Palate is particularly creamy and full.",1248134400
5.7,38879,5175,The Duck-Rabbit Milk Stout,Sweet Stout,4/5,6/10,15/20,4/5,Tmoney99,7/10,"Bottle at Taco Mac, TN. Pours clear dark brown color with a large cascading frothy light brown head that was lasting with excellent lacing. Moderate roasted chocolate malty aroma. Medium to full body with a creamy texture. Heavy balanced roasted bittersweet flavor with a medium bittersweet finish of long duration. This is a solid drinkable sweet stout.",1173312000
5.9,24766,2598,South Shore Extra Pale Ale &#40;ESB&#41;,Premium Bitter/ESB,3/5,5/10,11/20,2/5,BDR,5/10,On tap at Wilmarths Deepwater Grille.  Slightly bitter nose.  Dry bitter body with faint floral hop.  Light brown color.  Water taste.,1179964800
-,38826,2598,South Shore Coffee Mint Stout,Sweet Stout,4/5,9/10,15/20,4/5,zizzybalubba,8/10,"Sampled at GTMW 2009.  Black pour with a fizzy, beige head.  Aroma of (surprise) coffee and mint.  Flavor is (you guessed it) mostly coffee and mint but blends well with the chocolate maltiness from the stout.  This is a very interesting blend and I dont know of any other beer I have tried that uses mint.  But it works.  I was intrigued by the concept and pleasantly surprised by the results.",1249948800
7,14271,2598,White Winter Traditional Brackett,Mead,4/5,7/10,14/20,4/5,CaptainCougar,7/10,"Clear dark golden bronze with a thin, lightly-lacing off-white head.  Sweet toasty malty and floral dark honey aroma is very interesting.  Body starts with a sweet sticky malt and honey balance toward a smooth, floral dark caramel and honey finish.  Hides its alcohol well and is quite enjoyable.",1143590400
6,7626,1303,Casta Morena,Brown Ale,4/5,7/10,17/20,4/5,Verne,7/10,I spent my wasted youth playing in Baja California and never did I find a beer like this. I told all that Nega Modelo and Dos Equis were the only beers worth drinking. Now I can recommend a truly great beer out of Mexico and I find it in Seattle. Good beer by any standard  Good job Casta,1049846400
5.5,7923,1303,Casta Triguera,Wheat Ale,3/5,5/10,12/20,2/5,UnionMade,6/10,"Easily my least favorite by Casta.  I always find american wheat beers to be bland and dull, and this follows the style.  It has a bit of fruitiness, and a dry aftertaste, perfect for the heat, I guess.  Im just not a fan.  As good as any other american wheat, if this is what youre looking for, you wuss.",1038960000
-,104497,10510,Hoh Lagerbier,Zwickel/Keller/Landbier,3/5,6/10,11/20,3/5,Koelschtrinker,6/10,"Hopfig-karamelliger, eher milder Antrunk. Noch etwas karamelliger werdend, da andere Aromen rar sind, ist dies mit Abstand das Strkste. Sehr sffig, die Malzigkeit tritt nur zusammen mit der leichten aber untersttzenden Se auf. Wenig herb. 10/10/9/9//9",1305936000
5.5,37380,1487,Stary Melnik Klassicheskoe,Pale Lager,2/5,4/10,8/20,2/5,faroeviking,5/10,"Bottle. Pours a clear yellow colour, short head. Aroma and flavour of some malt, grains a and some caramel. Simple.",1205539200
4.6,8710,1487,Stary Melnik Svetloe &#40;Lager&#41;,Pilsener,4/5,5/10,3/20,2/5,JorisPPattyn,2/10,"White, dense head over pale yellow-golden beer; some fine lace. Dried grains & malts nose, a bit of dried out kitchen herbs. Empty, slighty grassy taste, with a fizzy MF. This is really one of the most empty beers Ive come across - in league with Bud light. Theres just NOBODY home. In the aftertaste, I have a faint sweetish flavour, as something made from sweetened, milk-ripe grains. What is there to add? Swill.",1161302400
4.5,8227,1406,Mountain Goat Hightail Ale,English Pale Ale,3/5,6/10,14/20,4/5,Samma,7/10,Prefer this out of a tap.  Pleasant caramel finish with hoppy nose. Lovely autumn beer as low on fizz.,1208736000
8.1,70189,1406,Mountain Goat Double IPA,Imperial/Double IPA,4/5,6/10,14/20,4/5,Stew41,7/10,"Probably Goats bets beer beer. I didnt find this beer mega malty and the hop bitterness, whilst certainly present, didnt overwhlem either. Possibly toned down from a year ago, and if so, and better drinking beer.  Good sweetness and creaminess right through the palate but very much in proportion. You could drink a few of these.",1232064000
-,83480,8140,Twains Caldera Strong Oak,American Strong Ale,3/5,6/10,15/20,3/5,shp555,6/10,"Pours a copper color with a white head.  Aroma is caramel, oak, and vanilla.  Flavor is malty, caramel, oak, and a light bitter finish.",1203033600
3.8,90028,3600,Chari,Pale Lager,2/5,2/10,5/20,1/5,TBone,2/10,"Bottled@RBESG Grand Tasting 2008	Pale yellow color, small white head. Vegetables and rubber in the nose. Fizzy, appley and vegetably flavor. Fizzy feeling ... and then its gone ... fortunately.",1216512000
5.25,155967,12397,Gamble Mill Victorian Secret Raspberry Wheat,Fruit Beer,3/5,6/10,13/20,3/5,FROTHINGSLOSH,6/10,"Sampled on draft at the brewpub this beer poured a dark salmon color with a medium sized white head that left some lacing. The aroma was tart berries and a touch of sugar. The flavor was dryish and nutty with tart raspberries and light bread. The finish was long and dryish with nut, bread and berries lingering. Medium body. Solid.",1318032000
-,12194,1386,Los Gatos Sherman Stout,Stout,3/5,6/10,13/20,4/5,argo0,7/10,"Tasting Notes from Fall 2000:  Theres something in this beer that Ive not had elsewhere:  peanut butter!  Mild smokiness. Tastes pretty good. Medium hops, goes down smooth.",1013385600
5.5,11435,1482,City Steam Brown Sugar,Foreign Stout,4/5,7/10,16/20,4/5,TrevorFloyd,7/10,"An overall nice sweet stout: body is fairly light in a creamy way, a great match for the flavor, which is sweet but not overly so, just enough to earn its title.  A little bit of chocolate flavor, tempered by something lighter.  Felt lively on the tongue, but not so much that it ruined it.",1147996800
19.5,68613,395,Sonoran 100,American Strong Ale,5/5,10/10,19/20,4/5,37steel,7/10,Thanks to Murrays for the taste! Fantastic. Very oaky. The oak and maple really shine through. Incredibly drinkable for such a high alcohol beer. Hides the alcohol very well.,1190678400
4.7,84364,395,Sonoran Cordillera Blanca,Spice/Herb/Vegetable,3/5,7/10,15/20,4/5,fata2683,8/10,"bottle thanks to Dave!  Pours hazy light orange with a thin white head.  Aroma is light cocoa, wheat, thin citrus notes.  Flavor is creamy oat and wheat malts, light citrus hops and a nice clean cocoa that is only semi-sweet in the finish.  This actually works well and isnt at all as gimmicky as it sounds.  The mouthfeel and thin cocoa in the finish only complement the thin citrus.  Reminds me of the German chocolate oranges.",1304380800
19.37,110822,395,Sonoran 200,American Strong Ale,3/5,8/10,14/20,4/5,tgncc,8/10,"Trade with Boltz7555.  Super sweet on the nose, honey, fruit, oxidized, boozy.  The appearance is an unattractive cloudy amber, almost no head.  The flavor is REALLY sweet, honey, agave, fruits.  Medium in body.  The finish is booze, light piney/resiny hop bittering.  This beer is definitely out there.  Like a highly oxidized Barley Wine.  Very enjoyable.  In fact, I really enjoyed the adventure of trying a crazy beer like this.  Thanks, Jason.",1313884800
6.2,62185,395,Sonoran Victorian IPA,India Pale Ale &#40;IPA&#41;,5/5,10/10,17/20,3/5,obguthr,8/10,"Outstanding tangerine nose with associated orange and lemon notes. Clear orange, medium yellow head, great lacing. Grapefruit and tea flavor. Grapefruit peel finish. Mouthfeel is a bit on the thin side. Really a wonderful American style IPA, despite the Union Jack on the label. One major flaw: sold in small bottles (22 oz.) I want this by the growler! Thanks, Bockhorsey!",1261612800
11.7,999,5635,Eldridge Pope Thomas Hardys Ale &#40;all vintages to 1999&#41;,Barley Wine,4/5,10/10,19/20,4/5,Sephiroth,10/10,"Vintage 1996: My jaw dropped when I saw this tonight at the local shop. There was a slight hiss as I opened this legendary brew. I poured it into a tulip. It is totally still, and is a deep ruby color. The smell is of port, sherry, tobacco, and wood. This is extremely complex. 		The taste is good. It is of port and sherry first. There is a woody bite at the finish. Methinks this has yet to turn that corner from sugary to malty sweet. Do not misunderstand, this tastes great, but I think the best is yet to come. The mouthfeel is heavy, yet this flows down my gullet much more easily than a CA Cabernet, but not quite like a J.W. Lees Harvest Ale. Harvest Ale is the only beer that I have had that could possibly compare with this one. Otherwise, substitute this for a fine port or cognac. I will age my other specimens from this vintage a little longer. Or a lot longer. This is superb with my Romeo Y Julieta cigar. My new review reflects a more recent tasting, and it was paired with the mentioned cigar. 		2003 Edition: If anyone has ever had the privilege of viewing a Les Paul with a tobacco sunburst finish, this is pretty close to that in terms of looks. It smells more of ripe fruit than the 96. 		The taste is of port and sherry, as usual, but it is definitely young. This will be superb in about ten years. It is superb now, IMO. The mouthfeel is medium, but coating. I appreciate this beer more with every bottle that I imbibe. Score reflects 1996 vintage.		Serving type: bottle		Reviewed on: 07-13-2005 03:37:42",1203638400
11.7,999,5635,Eldridge Pope Thomas Hardys Ale &#40;all vintages to 1999&#41;,Barley Wine,4/5,8/10,16/20,4/5,Theis,7/10,Bottle at Football Pub - Vintage 1982 - Thanks. 	Clear dark brown - no head.	Raisins. Light soapy. High sweetness. Candy. Rubber. Roasted. Caramel. Toasted. Light oxidation. Sticky. Coffee. Chocolate.,1276041600
-,30360,4309,Rock Bottom Braintree Cinco de Mayo,Spice/Herb/Vegetable,3/5,7/10,16/20,4/5,vwsteggie,7/10,"Extreme Beer Fest Boston 2004:  Has a clear golden color and jalapenoes smell.  Taste is kind of light malts, but the finish hits you with the jalapenoes and a lingering spiciness.  Overall this would be great with Mexican food, but man talk about heartburn, good stuff...",1074470400
4.6,143004,2990,Zekari Lager Beer,Pale Lager,2/5,2/10,4/20,2/5,ogivlado,2/10,"Bottled 500ml. -Clear yellow coloured, medium sized white head that went away fast, slight grainy and meaty nose. Dusty honeyish malty taste with hmm...nothing else. Touch of boiled potatoes in the finish. Crap.",1303430400
5,6357,365,RJ Le Cheval Blanc Sainte-Paix aux Fraises,Belgian Ale,4/5,7/10,14/20,3/5,Quevillon,6/10,"Pas mauvaise, mais peu spectaculaire et un peu trop amre. La rousse et meilleur.",1137369600
5.2,30466,365,Belle Gueule Lager dHiver,Pale Lager,3/5,5/10,10/20,3/5,rodenbach99,5/10,"bouteille brune de 341ml.		bire blonde claire avec une petite touche ambre, mousse paisse, presque crmeuse, elle est longue. elle possde des odeurs de malt, de houblon frais, dherbe, trs vert comme nez. en bouche elle est piquante, belle longueur, et elle goute le houblon.",1198627200
5.2,8191,365,Belle Gueule Rousse,Vienna,3/5,5/10,10/20,3/5,Radek Kliber,6/10,"Dark lager, with small floaters, right of white thick foam.  Aroma consisted of sweet malt, fairly light. Light flavored, a bit thin in body. Some bitterness shows up late, followed by alcohol.",1081123200
8,6359,365,RJ Blonde dAchouffe,Belgian Strong Ale,4/5,7/10,12/20,4/5,GodOfThunder,7/10,"Leave it to the Canadians to screw up a good brew.  Im kidding.  It is a fairly standard Belgian blonde now with a lot of spice.  Mint and lemon are most predominant.  Not bad, it just isnt amazing.  I enjoy the regular La Chouffe better.",1251158400
5,6362,365,Folie Douce,Belgian White &#40;Witbier&#41;,5/5,6/10,14/20,4/5,GregClow,7/10,"My first taste of this beer was on tap on a mild summer night in Montreal, and it was lovely. Out of the bottles that I brought back from Quebec, its not quite as good, but still a pleasant summer brew with the classic carucao and coriander flavours.",1031356800
6.3,27378,2554,Copper Canyon Oktoberfest,Heller Bock,3/5,7/10,11/20,3/5,Inveigler,7/10,Not the best impresson of this style.  A fairly decent malt note in the aroma.  A little too hoppy for a good Octoberfest.,1097193600
9,14284,2600,Craftsman Triple White Sage,Spice/Herb/Vegetable,4/5,6/10,15/20,4/5,golubj,7/10,"Draft at Stone Brewery.  Not much aroma, a little yeasty.  Tastes a little bit like a wheat beer, but I really couldnt tell what the rest of the flavor was.  Not bad tasting though.",1184371200
11.3,96276,2600,Craftsman Burly Barleywine,Barley Wine,3/5,8/10,15/20,3/5,hopdog,7/10,"On tap at the 2008 Strong Ale Festival. Poured a deep and hazy amber color with a small sized off white head. Aromas of wood, citrus, and fruitiness. Tastes of citrus, wood, caramel, and fruity. The body was a little syrupy. Sweet.",1228608000
12.5,52310,6332,Shady Grove Wolf Valley Pear Mead,Mead,3/5,6/10,11/20,3/5,tronraner,6/10,"Bottle. Pours a pale straw color with good sparkling carbonation and quickly falling legs. The aroma is quite vinous, with a lot of floral honey tones as well; also some alcohol and cidery notes. The flavor is like a very dry perry, with honey coming out toward the finish. Some bitter floral notes emerge throughout. Fuzzy mouthfeel.",1160352000
6.5,77956,8201,Malvern Magic Morgan Sweet Cider,Saison,4/5,8/10,14/20,3/5,manuchampions,7/10,"Old rate. 750 ml bottle courtesy of Sprague (thanks!). Pours a  deep amber with a massive sticky white head. Aroma is quite rich and spicy. A soft leathery aroma, rich orange, sweet apricot fruit with soft spice, mint, yeast. Taste is quite earthy and chewy. Lightly malty but also a bit peppery. Leathery fairly sweet for the style. Lightly orangey and spicy. Pretty great.",1294272000
